Date,Term,Cluster,X Coordinate,Y Coordinate
1/28/15,cernavoda,15,-11.802724838256836,25.491758346557617
1/28/15,interconnectivity,2,-10.984983444213867,25.08587074279785
1/28/15,destroyer,-1,-8.036466598510742,24.6282901763916
1/28/15,esp,10,-10.014469146728516,26.332061767578125
1/28/15,electrochemically,10,-11.882301330566406,26.13668441772461
1/28/15,kinh,-1,-11.82763385772705,24.119970321655273
1/28/15,peak,2,-11.275765419006348,23.708505630493164
1/28/15,general_electric,11,-8.997543334960938,24.777095794677734
1/28/15,electricity_generation,2,-11.23904037475586,23.3655948638916
1/28/15,gw,2,-11.348240852355957,23.3070011138916
1/28/15,power_production,2,-11.318198204040527,23.263967514038086
1/28/15,yxlon,15,-11.902639389038086,25.806541442871094
1/28/15,oversea,15,-10.554614067077637,24.05667495727539
1/28/15,reactor_component,6,-9.55856704711914,25.210834503173828
1/28/15,grid_stability,2,-11.072508811950684,25.382543563842773
1/28/15,tourism,5,-9.991849899291992,23.423913955688477
1/28/15,fdi,5,-10.299227714538574,23.470544815063477
1/28/15,mwe,-1,-9.537540435791016,26.15726661682129
1/28/15,dareini,3,-8.33513355255127,24.053359985351562
1/28/15,egypt,0,-10.787375450134277,23.317420959472656
1/28/15,pressurised_water_reactor,17,-10.594293594360352,25.871328353881836
1/28/15,oco,5,-10.464034080505371,24.336414337158203
1/28/15,nuclear_submarine,-1,-8.038067817687988,24.628192901611328
1/28/15,power_reactor,6,-9.511871337890625,24.92624855041504
1/28/15,snptc,15,-10.985589981079102,24.996339797973633
1/28/15,armoury,6,-11.53444766998291,25.03139877319336
1/28/15,national_security,5,-9.173797607421875,23.716995239257812
1/28/15,nuclear_unit,-1,-11.01931381225586,24.542802810668945
1/28/15,rosatom,11,-9.25948429107666,24.610111236572266
1/28/15,atb,-1,-11.996971130371094,25.763763427734375
1/28/15,relicensing,15,-11.826417922973633,25.627506256103516
1/28/15,kr,-1,-10.526060104370117,24.672592163085938
1/28/15,strict,1,-8.494709014892578,23.423969268798828
1/28/15,ankara,0,-10.449193954467773,22.590381622314453
1/28/15,energy_cooperation,6,-9.651554107666016,24.10049057006836
1/28/15,vienna,1,-9.194524765014648,23.747058868408203
1/28/15,nuclear_infrastructure,-1,-8.987435340881348,24.045791625976562
1/28/15,export_control,1,-8.950465202331543,23.66852378845215
1/28/15,iaea,3,-8.44688892364502,23.98008918762207
1/28/15,cooperation_agreement,5,-9.46121883392334,23.96425437927246
1/28/15,nuclear_activity,3,-8.536069869995117,23.978357315063477
1/28/15,technology_development,5,-9.889148712158203,24.251150131225586
1/28/15,fordow,8,-8.284835815429688,25.467559814453125
1/28/15,light_water_reactor,8,-9.529566764831543,26.12711524963379
1/28/15,perchlorate,-1,-10.853682518005371,26.116342544555664
1/28/15,eletronuclear,-1,-11.262218475341797,25.37064552307129
1/28/15,nsc,5,-9.853373527526855,24.699661254882812
1/28/15,sx,-1,-11.507356643676758,26.136964797973633
1/28/15,wassa,15,-11.770268440246582,25.980512619018555
1/28/15,jv,11,-8.711501121520996,24.61977767944336
1/28/15,overloading,2,-11.491371154785156,25.129192352294922
1/28/15,bilateral_cooperation,5,-9.422378540039062,23.280746459960938
1/28/15,energy_technology,2,-10.76664924621582,23.486919403076172
1/28/15,strategic_cooperation,-1,-8.973967552185059,23.885221481323242
1/28/15,superhighway,15,-11.609743118286133,25.943695068359375
1/28/15,uf,-1,-9.579936027526855,26.44014549255371
1/28/15,eea,15,-11.495970726013184,24.836048126220703
1/28/15,tote,-1,-10.693368911743164,26.2903995513916
1/28/15,bulgaria,0,-10.339359283447266,22.56364631652832
1/28/15,kansai_electric_power,-1,-9.69951057434082,25.16215705871582
1/28/15,holding_company,11,-9.13249397277832,24.89539909362793
1/28/15,watchdog,6,-9.471151351928711,24.284597396850586
1/28/15,rehabilitating,-1,-11.14259147644043,25.991735458374023
1/28/15,verification,3,-8.418113708496094,23.680498123168945
1/28/15,appraisal,5,-9.619948387145996,24.39750099182129
1/28/15,servant,5,-9.633338928222656,23.656692504882812
1/28/15,nnsa,4,-9.7319917678833,25.026390075683594
1/28/15,hualong,-1,-9.897255897521973,26.02818489074707
1/28/15,imsr,-1,-10.051224708557129,26.274723052978516
1/28/15,powerlines,-1,-11.225914001464844,25.6306095123291
1/28/15,vale,7,-8.490212440490723,24.91927146911621
1/28/15,hed,15,-11.574376106262207,26.039844512939453
1/28/15,hanhikivi,-1,-11.242923736572266,25.173797607421875
1/28/15,alstom,11,-9.029034614562988,24.69667625427246
1/28/15,hanford,8,-8.929405212402344,25.81415367126465
1/28/15,signing,5,-9.144182205200195,23.597137451171875
1/28/15,adherence,1,-8.5629243850708,23.332124710083008
1/28/15,recyclables,10,-10.812744140625,26.27278709411621
1/28/15,emir,0,-10.522480010986328,23.33989906311035
1/28/15,ucla,4,-9.451719284057617,22.78453826904297
1/28/15,atomic_reactor,-1,-10.597579002380371,25.035398483276367
1/28/15,westinghouse,11,-9.087102890014648,24.84140968322754
1/28/15,cutlery,15,-11.523130416870117,26.35175132751465
1/28/15,baic,15,-10.455592155456543,24.652233123779297
1/28/15,prohibit,1,-8.440718650817871,23.3749942779541
1/28/15,suntech,12,-11.38269329071045,24.58912467956543
1/28/15,rulemaking,5,-9.419891357421875,24.426481246948242
1/28/15,mine,7,-8.326325416564941,25.157033920288086
1/28/15,rfp,5,-9.97197151184082,24.593996047973633
1/28/15,serbia,0,-10.44066333770752,22.50885009765625
1/28/15,slovakia,0,-10.56385612487793,22.653364181518555
1/28/15,transmission,2,-11.041476249694824,23.680646896362305
1/28/15,polytechnic,4,-9.5675630569458,22.844100952148438
1/28/15,subsidiary,11,-8.820528984069824,24.616710662841797
1/28/15,rhenium,15,-11.794588088989258,26.19710922241211
1/28/15,xe,-1,-10.39997673034668,25.119155883789062
1/28/15,visaginas,-1,-11.024983406066895,24.734987258911133
1/28/15,renewable,2,-11.415392875671387,23.35990333557129
1/28/15,kokshetau,-1,-11.540675163269043,24.454256057739258
1/28/15,cadarache,-1,-10.143004417419434,25.286739349365234
1/28/15,nuclear_material,8,-8.311894416809082,25.016921997070312
1/28/15,interdisciplinary,4,-9.964582443237305,24.31601905822754
1/28/15,radioactive_release,-1,-9.888343811035156,25.987442016601562
1/28/15,miner,7,-8.386924743652344,25.186094284057617
1/28/15,calpine,-1,-11.764039039611816,25.63884735107422
1/28/15,genx,-1,-11.058124542236328,24.781204223632812
1/28/15,ethiopia,0,-10.82366943359375,22.916336059570312
1/28/15,huaneng,-1,-11.442110061645508,24.55035972595215
1/28/15,mwt,-1,-10.442219734191895,25.732492446899414
1/28/15,lint,-1,-11.168008804321289,26.11812973022461
1/28/15,sweden,0,-10.344461441040039,22.78205108642578
1/28/15,steamer,-1,-11.08318042755127,26.375743865966797
1/28/15,prototype,16,-9.37263011932373,25.87537956237793
1/28/15,test_reactor,16,-10.162769317626953,25.20130729675293
1/28/15,reprocess,8,-9.486477851867676,25.289670944213867
1/28/15,algeria,0,-10.746601104736328,22.8536319732666
1/28/15,stockpile,8,-8.099787712097168,25.444730758666992
1/28/15,inter_rao,-1,-11.82455062866211,24.980337142944336
1/28/15,nato,0,-10.282129287719727,23.42484474182129
1/28/15,trane,15,-11.844347953796387,26.032833099365234
1/28/15,archenemy,15,-10.529218673706055,23.879337310791016
1/28/15,mous,5,-9.955110549926758,24.25990867614746
1/28/15,haiphong,-1,-11.762224197387695,24.140819549560547
1/28/15,energy_plan,-1,-9.910930633544922,23.696645736694336
1/28/15,site_selection,-1,-10.457850456237793,24.95619773864746
1/28/15,powergen,-1,-11.13170337677002,24.820194244384766
1/28/15,drilling,7,-8.780479431152344,25.272029876708984
1/28/15,strategic_relationship,5,-10.75088119506836,24.31539535522461
1/28/15,science,4,-9.666882514953613,23.025075912475586
1/28/15,underground_mine,7,-8.848549842834473,25.47477149963379
1/28/15,steam_generator,16,-9.888681411743164,26.28807830810547
1/28/15,biomedical,4,-9.743788719177246,24.617538452148438
1/28/15,next_generation_nuclear,-1,-11.26479434967041,25.526533126831055
1/28/15,restrictive,1,-8.52621841430664,23.39227294921875
1/28/15,moscow,0,-10.221187591552734,23.549253463745117
1/28/15,prohibits,1,-8.728589057922363,23.432048797607422
1/28/15,pnnl,-1,-10.260624885559082,24.78241729736328
1/28/15,rostec,-1,-10.578503608703613,24.3677921295166
1/28/15,fatf,15,-11.954325675964355,25.136489868164062
1/28/15,research_facility,6,-9.525299072265625,24.711620330810547
1/28/15,mixed_oxide_fuel,-1,-9.7594575881958,25.935422897338867
1/28/15,tvel,14,-10.674973487854004,24.4174861907959
1/28/15,phwrs,-1,-10.279507637023926,26.60062599182129
1/28/15,memorandum,5,-9.677725791931152,23.88398551940918
1/28/15,isotope,8,-8.53142261505127,25.80667495727539
1/28/15,wipp,8,-9.441264152526855,25.5488224029541
1/28/15,grossi,15,-11.41468620300293,25.53278160095215
1/28/15,psus,-1,-11.104710578918457,24.47263526916504
1/28/15,reactor_system,-1,-10.817176818847656,24.911502838134766
1/28/15,takahama,-1,-10.289444923400879,25.692668914794922
1/28/15,plant,2,-11.170760154724121,23.08625602722168
1/28/15,netherlands,0,-10.426904678344727,22.73579216003418
1/28/15,areva,11,-8.96573257446289,24.822160720825195
1/28/15,steelmaker,-1,-10.831328392028809,25.631746292114258
1/28/15,water_cooled_reactor,-1,-10.253273963928223,26.0293025970459
1/28/15,enriched,8,-8.20250415802002,25.62238311767578
1/28/15,smr,-1,-10.002443313598633,24.900936126708984
1/28/15,heu_fuel,-1,-11.517800331115723,26.362855911254883
1/28/15,mineral,7,-8.497655868530273,25.33439826965332
1/28/15,pit,7,-8.548295974731445,25.297771453857422
1/28/15,ect,15,-11.665796279907227,26.1466007232666
1/28/15,jaitapur,-1,-10.773709297180176,25.713821411132812
1/28/15,thermoelectric,-1,-10.149046897888184,26.205074310302734
1/28/15,nuclear_fuel,8,-8.5284423828125,25.800752639770508
1/28/15,bilateral,5,-9.35737419128418,23.441509246826172
1/28/15,spent_nuclear_fuel,8,-8.832878112792969,26.006227493286133
1/28/15,vision,5,-9.434276580810547,23.299734115600586
1/28/15,fissile,8,-8.303457260131836,25.7308292388916
1/28/15,otjikoto,7,-9.322944641113281,25.563337326049805
1/28/15,radioactive_waste,8,-8.761432647705078,25.94790267944336
1/28/15,weatherization,-1,-11.058843612670898,26.040332794189453
1/28/15,united_nation,1,-9.48503303527832,23.960363388061523
1/28/15,development_agreement,5,-10.563863754272461,24.5288143157959
1/28/15,allegro,-1,-11.340472221374512,26.16744041442871
1/28/15,tripartite,5,-10.26272201538086,24.45263671875
1/28/15,sanction,3,-8.809598922729492,24.361549377441406
1/28/15,ge_hitachi,11,-9.276758193969727,24.800647735595703
1/28/15,infrastructure_development,5,-9.770759582519531,23.271699905395508
1/28/15,nioc,15,-10.545221328735352,24.206472396850586
1/28/15,konstantinos,15,-11.825211524963379,25.551021575927734
1/28/15,grid_operator,2,-11.224324226379395,23.76970100402832
1/28/15,paks,9,-9.91539192199707,25.385761260986328
1/28/15,atomenergoprom,15,-11.580384254455566,24.914451599121094
1/28/15,fna,-1,-10.228342056274414,24.102231979370117
1/28/15,generator,2,-11.282928466796875,23.19903564453125
1/28/15,yucca,8,-9.035477638244629,25.74310302734375
1/28/15,operatively,-1,-12.01512336730957,25.514530181884766
1/28/15,reprocessed,10,-10.32326889038086,26.105480194091797
1/28/15,joint_venture,11,-8.7838134765625,24.663698196411133
1/28/15,usable,8,-8.644232749938965,26.355079650878906
1/28/15,mw,2,-11.377448081970215,23.2640380859375
1/28/15,kyushu_electric_power,-1,-10.215429306030273,25.378829956054688
1/28/15,exploration,7,-8.727372169494629,25.147748947143555
1/28/15,paducah,-1,-11.018937110900879,25.7497501373291
1/28/15,vattenfall,11,-10.340051651000977,25.10167121887207
1/28/15,nuclear_technology,3,-8.867764472961426,23.894420623779297
1/28/15,national_nuclear_security_administration,4,-9.751999855041504,24.839733123779297
1/28/15,nuclear_program,3,-9.05295181274414,24.124940872192383
1/28/15,constancia,-1,-10.880114555358887,25.582744598388672
1/28/15,aei,-1,-11.173368453979492,25.441057205200195
1/28/15,security,5,-9.099292755126953,23.392282485961914
1/28/15,msr,-1,-9.851034164428711,25.60073471069336
1/28/15,nuclear_installation,-1,-10.147404670715332,23.812095642089844
1/28/15,behrouz,15,-10.304980278015137,25.26962661743164
1/28/15,utilization,3,-9.210709571838379,25.60541534423828
1/28/15,environmental_management,5,-9.588961601257324,24.715660095214844
1/28/15,lending,5,-10.21950626373291,23.82204246520996
1/28/15,research_reactor,8,-8.756487846374512,25.77235221862793
1/28/15,environmental_assessment,5,-9.483107566833496,24.45814323425293
1/28/15,plutonium,8,-8.473752975463867,25.628719329833984
1/28/15,roasting,-1,-11.226799011230469,26.357223510742188
1/28/15,romania,0,-10.284400939941406,22.629966735839844
1/28/15,reactor_powered,-1,-11.315046310424805,25.598403930664062
1/28/15,interconnection,2,-10.925691604614258,23.953723907470703
1/28/15,investment,5,-10.02580451965332,23.373897552490234
1/28/15,multiannual,15,-10.666059494018555,24.984004974365234
1/28/15,private_sector,5,-9.844730377197266,23.523502349853516
1/28/15,desal,-1,-11.733081817626953,25.046714782714844
1/28/15,princeton,4,-9.413814544677734,22.70138931274414
1/28/15,nodal,-1,-11.711263656616211,25.01946258544922
1/28/15,umr,-1,-12.036033630371094,25.836162567138672
1/28/15,russia,0,-10.251654624938965,23.45511817932129
1/28/15,coolant,16,-9.2368745803833,26.42809295654297
1/28/15,lead_cooled,-1,-10.312037467956543,25.210941314697266
1/28/15,nuclear_trade,5,-9.556983947753906,23.517810821533203
1/28/15,glencore,7,-8.481467247009277,24.8311824798584
1/28/15,fabrication,-1,-9.236586570739746,25.862865447998047
1/28/15,vom,15,-11.856767654418945,26.352039337158203
1/28/15,oman,0,-10.5838041305542,23.343896865844727
1/28/15,rmi,-1,-11.730490684509277,25.00626564025879
1/28/15,fennovoima,-1,-10.980266571044922,25.078842163085938
1/28/15,jsc,11,-9.10471248626709,24.662933349609375
1/28/15,soes,5,-9.970288276672363,24.102975845336914
1/28/15,attract,5,-10.025504112243652,23.61905860900879
1/28/15,powerplants,-1,-11.87407398223877,25.744626998901367
1/28/15,cnsc,6,-10.359123229980469,24.82744026184082
1/28/15,naval,-1,-7.9605278968811035,24.512428283691406
1/28/15,kazatomprom,-1,-10.711153984069824,24.391380310058594
1/28/15,barrick,7,-8.722137451171875,25.081562042236328
1/28/15,generation_iv,-1,-10.126311302185059,25.57223892211914
1/28/15,reactor_containment,-1,-11.273124694824219,26.302597045898438
1/28/15,taxonomy,15,-10.804604530334473,25.0034236907959
1/28/15,atomic_energy,3,-8.49063777923584,24.037776947021484
1/28/15,superfund,8,-9.735679626464844,25.237051010131836
1/28/15,framework_agreement,5,-9.039290428161621,23.789331436157227
1/28/15,generation,2,-11.38953971862793,23.432920455932617
1/28/15,policy,5,-9.288406372070312,23.33889389038086
1/28/15,deposit,7,-8.551981925964355,25.501007080078125
1/28/15,pressurized_water_reactor,16,-10.003663063049316,26.19063949584961
1/28/15,onr,-1,-10.481457710266113,24.623912811279297
1/28/15,paperwork,5,-9.68474006652832,24.442140579223633
1/28/15,containment_structure,-1,-10.601916313171387,25.710756301879883
1/28/15,denmark,0,-10.392966270446777,22.77082633972168
1/28/15,collaboration,5,-9.549209594726562,23.239744186401367
1/28/15,atomic,8,-8.136033058166504,24.9573917388916
1/28/15,expedited,5,-9.265416145324707,24.438610076904297
1/28/15,transcritical,10,-10.760250091552734,26.30112648010254
1/28/15,cnas,15,-11.51978874206543,25.842632293701172
1/28/15,proliferators,-1,-11.978121757507324,24.974761962890625
1/28/15,molten_salt,16,-9.781862258911133,26.39258575439453
1/28/15,fordo,8,-8.18267822265625,25.498117446899414
1/28/15,fuqing,-1,-10.82921028137207,25.69693946838379
1/28/15,gigawatts,2,-11.489548683166504,23.523168563842773
1/28/15,religionist,-1,-11.60256290435791,25.433101654052734
1/28/15,nuclear,3,-10.639830589294434,25.496688842773438
1/28/15,crrc,15,-11.765762329101562,25.23013687133789
1/28/15,stadtwerke,-1,-11.932256698608398,25.01396942138672
1/28/15,radioactive,8,-8.76010513305664,25.96364974975586
1/28/15,reactor_safety,-1,-11.070751190185547,25.43702507019043
1/28/15,coordination,5,-9.247496604919434,23.26685333251953
1/28/15,kudankulam,9,-9.5342378616333,25.617034912109375
1/28/15,intergovernmental_agreement,5,-9.54966926574707,24.082096099853516
1/28/15,electricity_production,2,-11.485125541687012,23.550052642822266
1/28/15,rooppur,-1,-11.092198371887207,25.363239288330078
1/28/15,tendering,5,-9.240367889404297,24.402996063232422
1/28/15,anadolu,-1,-10.685293197631836,25.169870376586914
1/28/15,piketon,-1,-10.391114234924316,25.615503311157227
1/28/15,vratsa,15,-11.746850967407227,26.22218894958496
1/28/15,warship,-1,-8.162461280822754,24.644041061401367
1/28/15,smrs,-1,-11.45727252960205,25.74524688720703
1/28/15,marubeni,12,-9.88231086730957,24.936668395996094
1/28/15,overseas,5,-10.227394104003906,23.549850463867188
1/28/15,envisages,1,-8.744549751281738,23.30195426940918
1/28/15,kremlin,0,-10.301734924316406,23.612720489501953
1/28/15,mining,7,-8.430427551269531,25.12679672241211
1/28/15,putin,0,-10.404858589172363,23.568288803100586
1/28/15,stipulation,5,-10.367292404174805,25.10227394104004
1/28/15,hiep,-1,-11.793045997619629,24.01494598388672
1/28/15,centrifuge,8,-8.087108612060547,25.303754806518555
1/28/15,akkuyu,-1,-11.866625785827637,24.87946128845215
1/28/15,tvo,15,-11.048408508300781,24.872846603393555
1/28/15,modular,16,-9.260809898376465,25.86908531188965
1/28/15,site_preparation,-1,-11.406559944152832,25.878503799438477
1/28/15,contaminated,8,-10.632967948913574,26.080331802368164
1/28/15,jaiprakash,-1,-11.397747039794922,24.959653854370117
1/28/15,gulf_cooperation_council,0,-10.589252471923828,23.38718032836914
1/28/15,technical_cooperation,5,-9.0411958694458,23.992528915405273
1/28/15,terraform,-1,-10.893299102783203,24.25734519958496
1/28/15,rusatom,-1,-11.296510696411133,24.844507217407227
1/28/15,entombed,-1,-10.36008071899414,26.476655960083008
1/28/15,nuclear_waste,8,-9.026528358459473,25.84473419189453
1/28/15,reactor_fuel,8,-8.763947486877441,25.498716354370117
1/28/15,kozloduy,9,-9.89559268951416,25.683242797851562
1/28/15,grid_infrastructure,2,-10.190634727478027,24.2094783782959
1/28/15,fluidic,-1,-10.979475975036621,26.547189712524414
1/28/15,energy_security,5,-9.33362865447998,23.278528213500977
1/28/15,stockpiled,8,-10.667080879211426,25.87525749206543
1/28/15,national_nuclear_safety_administration,15,-11.614545822143555,25.692045211791992
1/28/15,government_funding,5,-10.34118366241455,24.595239639282227
1/28/15,adviser,5,-9.454657554626465,23.928606033325195
1/28/15,energy_production,2,-11.071269989013672,23.423080444335938
1/28/15,tenorm,8,-9.85969066619873,25.63109588623047
1/28/15,tunisia,0,-10.64374828338623,22.884782791137695
1/28/15,breeder,17,-9.805639266967773,26.4105167388916
1/28/15,breeder_reactor,16,-10.190011024475098,26.520658493041992
1/28/15,power_plant,2,-11.338702201843262,23.099557876586914
1/28/15,acquis,-1,-12.025238037109375,25.46636199951172
1/28/15,pentagon,5,-10.082956314086914,23.991840362548828
1/28/15,cgn,11,-9.38780689239502,25.018781661987305
1/28/15,mou,5,-9.690752983093262,23.869874954223633
1/28/15,national_policy,5,-10.06191635131836,24.224227905273438
1/28/15,ihi,-1,-11.764864921569824,25.62076759338379
1/28/15,china_huadian,-1,-10.72304916381836,25.321735382080078
1/28/15,radiation_safety,6,-9.744866371154785,24.838829040527344
1/28/15,thermonuclear_reactor,-1,-10.783493995666504,25.207918167114258
1/28/15,koeberg,6,-9.819653511047363,25.522741317749023
1/28/15,microgrids,2,-11.46312427520752,23.7708683013916
1/28/15,hydrogen,-1,-8.604736328125,26.03306007385254
1/28/15,cepa,15,-11.938390731811523,25.871442794799805
1/28/15,mining_operation,7,-8.54559326171875,25.256389617919922
1/28/15,overloaded,10,-10.978803634643555,26.371763229370117
